amount,security_event_severity,mouse_distance_total,typing_wpm,mouse_speed_avg,is_fraud
4235.498831148743,0,2592.920839508418,77.05976503803373,1.473969184811465,0
4890.537091895657,0,4437.5193849345305,94.66493764779192,1.3569174915592424,0
49008.37890880294,2,158.59837419429988,673.7972066582693,48.18890981224587,1
4727.571278037453,0,859.6358625020355,79.37192021091897,1.1674772332706926,0
1391.184552385826,1,2467.139676437736,69.05593188013012,3.359743637754848,0
4612.753627333529,0,1615.9046220175965,84.82276325424283,1.3443414331155972,0
41208.738552509145,3,137.1303477392932,601.3723848973241,30.051769282351465,1
41933.24813183545,2,225.20180379530188,1045.9627007879337,21.557389825324748,1
23533.119445859167,3,138.85672241615185,1038.2045264522717,16.70518380739868,1
875.8441662878749,0,3268.2225794906362,74.01522573224537,1.7262930016798128,0
864.6926196253739,0,1301.4499990091786,31.642517601156666,1.7025570348993213,0
1998.8311424800768,1,4276.402744430122,50.11196205405723,1.4276552524567303,0
236.08341139497296,0,2335.197905978188,35.236955234395595,1.1988155170641437,0
2670.556740229327,0,3131.1579064260486,99.30441749419916,0.9474812711703838,0
2344.512964662442,1,4099.254641861374,75.16999311973495,2.963034969739589,0
2237.4667879414583,0,2133.12852406607,29.732514505510395,2.871853087015727,0
40750.37349492156,2,172.88670220798087,1473.7470915709107,15.92944267904147,1
4731.62431729882,0,1874.6761685059016,28.5316199037324,2.8846329685597976,0
1782.1207795510727,0,2223.7452785406267,57.800787595522465,0.7187802390168817,0
1139.5704096126224,1,4222.584723709223,54.972041699549294,2.9385178176633846,0
2214.1889150324578,0,3957.7257682186487,101.8450292536948,2.4473147811088842,0
2535.1151082380957,0,1046.9268430689292,55.93472681444932,2.215812957608608,0
4175.071174712051,0,3867.9461237930864,78.4195848199609,1.430688652660399,0
2638.9019214094687,0,1544.635176265846,77.83220203220927,1.4758826844095805,0
1712.2017340192965,0,3086.165621546301,61.23688565193997,2.3287453366230944,0
4703.1730295956895,0,2468.4972307965154,93.81749594388536,1.4870785832849012,0
4163.513136176403,0,3881.234910275911,60.5372118350672,3.108662994505564,0
86227.40965109292,4,214.49200891224626,1093.6862010470809,23.351307533985743,1
2490.408630074429,0,1343.0166767490023,58.439895921448134,1.882840028097163,0
1767.287804226395,0,3264.5004479939475,90.25388219663319,2.056773069889211,0
992.3560374043418,0,2140.1355797436822,100.5768290791485,0.6205686666053098,0
1236.5365255617387,1,1946.7658010541961,61.52371339196671,0.7237404058726468,0
3965.240708269406,1,1391.8793172897153,50.644184437670674,0.9094807664645782,0
5020.007792693869,0,1791.3581563451153,37.82912652135191,0.6821847386728905,0
308.8873642997255,0,3738.384872767601,44.318367821621216,0.9934137502496345,0
3258.69696216341,0,1848.2496026423994,53.393865564855105,2.3067847862924267,0
2550.8619221157455,0,4321.627465916454,31.744882785887583,0.8415045359648434,0
68692.15386630117,3,127.92633357289411,944.9846655243516,39.94528233392912,1
282.49437002475935,0,2126.7241168232513,70.98569922213039,1.1858706568847728,0
31.423223335314983,0,3349.704954390576,48.91162787127045,0.9993467687692423,0
4278.111927021041,0,1085.7082792887772,28.59498138463207,1.0897951540750541,0
143745.58958892865,4,292.91200825194767,1021.1412916763696,25.530290457955687,1
3961.2047974672314,0,1097.0168774828626,67.68312461099013,2.2291104327234024,0
4341.592427615857,1,2345.0919753438593,97.92371874368571,1.9040584752045029,0
2264.461161143379,0,3212.468588352009,53.36489040711744,0.8478157862741326,0
4009.9975251363903,0,1241.541857985392,61.29619430995143,3.412546705179109,0
2131.0536221732855,0,3693.063934287556,28.850182073348968,2.4779825747306825,0
2886.7986544972514,0,2493.299921823531,74.46115586359372,2.2938042169637667,0
787.5970721134977,0,1482.3278647255984,88.34692480292438,1.9154007500957775,0
1349.2067815405157,0,1850.1809288325824,31.991084130841415,3.006701590437152,0
3765.9858545416096,1,3136.6002636566823,33.88066245482219,3.2900633196925755,0
4026.5610044792265,0,1512.8232545082722,51.294865858579556,3.2132632391572518,0
2419.9368866994328,1,2726.353135316563,39.0317507052911,0.9728231396740824,0
4610.76530107734,0,1086.3957782267878,39.473130202635886,2.541627294582038,0
1946.1397827792155,0,3442.840513588171,72.44488809986629,0.9272689043578171,0
2337.9848148277106,0,3350.774095674305,108.41780550055589,2.9761610181444125,0
1746.1865060201735,0,1979.2998528960102,84.47244215794203,3.231265616049104,0
1408.9130597851806,0,1858.4323175787188,99.02206880738527,1.7376572134733286,0
3979.4053689542934,0,3292.414898653792,54.97600601971756,2.0975018958067904,0
3504.8207669181375,0,942.3496520060295,45.01083960254435,0.5395471229460952,0
62024.909222740025,2,205.09684532184716,625.4180306417275,45.23317535332566,1
4800.325284516155,0,1849.1998380784048,40.02257106164585,2.410697069377534,0
119578.32466740649,4,232.64715586820998,1092.0918505498485,26.19437650004386,1
4548.851178541625,1,1755.6861630064482,48.84937095248989,3.267685100150655,0
1.0,0,1020.9419663090116,29.49936513419871,3.1833561587286834,0
461.91368732274736,1,3659.3209198136005,52.28589024773767,2.929285676742269,0
1804.022341851538,0,3093.6895772802645,48.801506208233015,2.6612518050333973,0
833.1703261418245,1,4297.021355621908,66.68187929791677,1.79933012808407,0
694.6444917146047,0,3470.4463425417903,60.12756872458016,0.9163841934173084,0
3276.983705380346,1,998.7570610006547,81.47033030060578,2.6061851154814497,0
1054.6352052195202,0,3246.997750785391,108.0420381451139,2.4729950672779113,0
4852.060661564402,0,4104.090721167366,107.3687846032119,0.7396234312662182,0
30681.35558929753,4,200.46357078967606,1300.5206454474046,29.903467838801358,1
1816.6939047857059,0,4167.602769306517,41.13570935356272,1.806925496437243,0
3276.5410902378685,0,3925.265140246813,99.07844579707934,1.25086363626554,0
56139.898777257025,4,184.32845570444704,977.6555486738306,41.28519653349842,1
4578.966071016838,0,2679.7379979095126,39.739265064267386,2.148371771437149,0
138993.21459108285,2,203.7356334332557,1108.6045242660236,35.41565745207339,1
4067.1845007116813,0,3048.150780044635,99.93330811876274,0.5280030527102731,0
1542.119056224863,0,4154.235687377993,33.616846368527334,3.045708504496618,0
3487.2181931306163,0,3283.222518972927,77.56376947583433,0.9975471342317391,0
4914.882665022099,0,2494.582497830262,83.30393918496281,1.3663792436586668,0
804.5300142324298,0,1175.5738925451542,44.49010368703213,0.6762605928862621,0
777.8996254980707,0,2907.1531962585773,108.38450345147798,0.6450333424653907,0
4900.530076125994,0,4206.049349754789,42.347027682470895,1.5131277092609037,0
1278.6789685939236,0,2954.961209617421,109.41456911243863,0.7492025623306412,0
92444.4787726941,2,87.5292948619103,815.4727345889003,26.89085816281024,1
4527.382591322053,0,4016.489270533808,45.44649539687643,2.073731255164952,0
79032.69622538786,2,232.42152933821276,1282.7691880753598,27.51034701255592,1
2224.4942552038065,0,2011.4092182997565,100.30922695963241,3.198935480015674,0
107718.51033272014,4,79.42145591158018,523.9700814551345,39.59161839856432,1
1329.7809241401178,2,4100.031841814063,49.211144688392764,1.953907828983989,0
49308.08305297228,3,71.50792837066676,621.613699300619,48.471531663837276,1
4011.7295066007127,0,1156.0200898537269,102.54761699275744,2.8795363049959244,0
1580.794788226741,0,4496.100975589992,104.7551947221585,3.0351866669785013,0
4686.919686798734,0,3936.8457781613033,103.98562642760557,2.086130525237928,0
841.4282009167564,0,3699.60060670052,63.77847937973397,1.4034304447208537,0
871.2912293137279,0,2442.7885274700566,80.85572080137145,1.311063547051738,0
927.2218852263909,0,1019.901682337951,81.1724240691278,1.0515423068606498,0
1307.7769241533128,1,2209.1374897433716,65.59275394348741,2.7130101202767705,0
2503.6043459111997,0,3818.9314762023287,95.98543830696815,0.833174843099678,0
475.1724322653706,1,4289.63881232022,33.207600193579566,1.3557129246406887,0
4853.999479066253,0,3655.0976207724643,46.75475391319145,1.2812958852753582,0
106114.73328219412,4,201.21919510261077,1009.6577713196206,20.308270941015817,1
1133.6902685586183,0,3829.2016824563943,31.153903784338052,3.4281001409602814,0
3758.4532168753826,0,3285.3039963171695,33.73040269765962,0.6759243202124868,0
128584.56953889533,3,62.996734886185195,525.3776854020618,46.78741274240717,1
104161.78858748442,4,74.99345084412086,1378.591408273212,48.6820819958215,1
4280.196790269173,0,3858.751601330582,76.12984820445158,1.701857455912769,0
1467.348742979918,0,2384.5763965162932,79.74133385522079,3.3528416215931913,0
1.0,2,2052.2200909700787,106.06217662196812,1.5078693695568206,0
5039.916121731255,1,2148.37372198863,65.5078889480433,0.5940887250787573,0
4467.241352558924,0,1183.6906686629336,103.64001966480107,2.578620363358026,0
2707.239037022722,0,3378.1227654617333,43.400657866724025,0.8630097664685012,0
408.20901482387757,0,1961.8216371956707,67.03790542070033,1.7507095003460553,0
2343.9997281913666,0,3679.8065332110737,103.5283089393339,0.962203715890961,0
130.85518938040042,0,3093.214716155541,108.50990620266731,0.9817158322154239,0
136974.04897631507,3,203.83728173960745,1256.0624372818447,39.836320740353585,1
3969.6267986994403,1,3360.3888047651617,69.72001837715317,2.6161997821768455,0
4650.899944452344,0,3043.7135840516676,92.57430297326555,1.2710700877199002,0
2924.170749104106,0,3462.7784753131955,54.884824849082946,1.2101302156533345,0
2208.6617782874646,0,2875.6646327332774,82.42727437032282,1.4352202370795992,0
2072.9501645010605,0,4247.236191445871,90.12687540168878,1.3476032398526372,0
2394.253694575257,0,1280.5419611471557,34.905639579261205,2.529717329339867,0
3666.309206730499,0,3376.8354763478596,33.60236648547721,2.387148390210716,0
1758.3759875935814,0,2040.2307291269951,75.87088979473626,1.7731493934460527,0
1456.7167587490947,1,3115.088971431657,56.82132060535557,1.7326236143529097,0
3219.4291425997676,0,4321.544028980589,92.67629293841996,2.620441858801563,0
3226.635345678797,0,3274.4681575898903,71.33972905348546,1.4653602848259824,0
585.8491596416047,0,832.9304448652315,33.477895155269266,2.3479302162433555,0
2497.067308918168,0,1662.9434184499505,67.84063109839441,2.41003161455619,0
2209.60425588633,0,4451.708656773246,72.6356690649952,0.5702801011901011,0
3576.2289157202326,0,3086.7440007687705,91.90088874315977,3.0581379925709866,0
3587.0887039295153,0,1481.83175689781,76.06125105314288,0.6096517221519097,0
2542.25515820811,2,2197.493071253627,89.1997763648882,1.1368425080284532,0
4252.923100983307,0,2220.1049398899404,66.9171087827537,0.6337718987156947,0
24193.177552523986,4,291.6311183927228,603.6418495621922,27.904452078757892,1
1053.4291574725605,0,2924.9469907993257,39.263350675504434,2.0474741521254733,0
1077.103373910539,0,2767.067299889087,41.86567371049655,1.0005460241299726,0
873.3492022654763,0,2341.8850265088913,49.7461414750344,1.895793748616251,0
98615.42107835812,2,237.17946809317195,1119.8982512785255,15.709593061655967,1
213.1174595895863,0,3086.9143613634633,100.7244650611937,1.8019209706389858,0
4027.2643783714398,0,1689.9026832219383,34.957056964235946,1.6973744348638373,0
3303.5782867350413,1,2619.876654586669,64.14615740048411,0.9633947581017924,0
2641.55186549845,0,851.6078550553466,60.7548574392421,2.0564559951717487,0
4171.750421190215,0,4487.463755736466,37.296788364328506,2.3275151582899354,0
2566.915055549233,0,1555.0998347315735,33.585682835299124,2.2872272112578687,0
3305.3345995574336,0,3102.7409957520304,39.523116566740796,1.357668061508026,0
2737.3449323548853,1,3659.5358146201215,66.31194454123602,1.5402896270124748,0
33752.116644857924,2,91.25961126677736,669.5075387545685,45.76124835089942,1
2035.5634436380085,0,2506.949120898643,54.261234006095705,1.1261054809700664,0
4673.232965280733,0,2886.7892423158564,85.45646184311701,0.805743710114795,0
1126.6904954577358,0,818.672761379121,81.48206725621162,0.5560821420595025,0
250.06218877940302,1,1938.003639420012,55.84215927309055,2.6354294751567546,0
2657.1867511287073,0,4394.805998469106,71.19329047306096,0.7117917601602342,0
